"created_time","account","post_type","icon","tag_id","tag_name","impressions","impressionsVmedian","impressionsVmean","engagements","engagementsVmedian","engagementsVmean","engagementRate","engrtVmedian","engrtVmean","postClicks","shares","brand","program","accountType","post","perma_link","text","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8","tag9","tag10","tag11","campaignID"
2024-12-02,"RMI Brand","Facebook",2,3300374,"nycw24",315,-0.328,-0.482,19,0.267,-0.299,0.06,0.714,0.622,6,4,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1023699083123976","🏠 🔌 Energy efficiency begins at home — and it’s about more than just appliances. As Michael Gartman from RMI explains, ""The weather that you can expect to see where you live is changing in a pretty unpredictable manner. The benefit of weatherization, unlike some of the other decarbonization measures that you might be thinking about, is it really just shelters you from whatever that change means over time.""

Explore how home weatherization can reduce energy use, lower bills, and prepare your home for efficient upgrades. 🌱💡 https://heatmap.news/decarbonize-your-life/energy-efficient-renovation 

#EnergyEfficiency #Decarbonization #SustainableLiving #RMI #ClimateAction","[3] Stock","[2] RMI Buildings","[4] RMI In Media","[1] 19. Adoption Of Energy Efficiency & Demand Mgmt","nycw24",NA,NA,NA,NA,NA,NA,"nycw24"
2024-11-30,"RMI Brand","Twitter",3,3422947,"COP29",1549,1.871,1.405,47,0.621,0.257,0.03,-0.362,-0.524,16,10,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1862960816959504730","Emissions from existing coal power plants will push global warming beyond 1.5°C. With 85% of coal demand coming from emerging economies, it’s vital to accelerate the coal-to-clean transition across the developing world. A new report spells out how: https://t.co/GquFjsdiXk https://t.co/uhepP0ciH4","[1] 8. Support US Electric Facilities In Biz Planning","COP29","[2] RMI Electricity","[3] Text Graphic","[4] External Landing Page","[3] RMIer(s)",NA,NA,NA,NA,NA,"cop29"
2024-11-30,"RMI Brand","Facebook",2,3422947,"COP29",390,-0.168,-0.359,10,-0.333,-0.631,0.026,-0.257,-0.297,2,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1022640433229841","Emissions from existing coal power plants will push global warming beyond 1.5°C. Countries need to immediately end the construction of new coal power plants and phase out existing ones completely by 2040. With 85% of coal demand coming from emerging economies, it’s vital to accelerate the coal-to-clean transition across the developing world.

The phase-out of coal power is well underway in certain regions, but accelerating the coal-to-clean transition across developing economies is the best way to achieve that goal. This is challenging work, and will depend on domestic policy and planning, plus the support of international partners, local stakeholder support, and raising the ambition of both private and public financial commitments. 

""Accelerating Coal-to-Clean Energy Transitions: First Report and Recommendations of the Coal Transition Commission,"" authored by the International Energy Agency (IEA), The Powering Past Coal Alliance (PPCA), E3G, Glasgow Financial Alliance for Net Zero (GFANZ), and RMI, and supported by Bloomberg Philanthropies, is a roadmap that shows the opportunities, challenges, and financial and policy solutions to speed up the transition away from coal to clean energy: https://bit.ly/48N9wOV","[1] 8. Support US Electric Facilities In Biz Planning","COP29","[2] RMI Electricity","[4] External Landing Page","[3] Text Graphic","[3] RMIer(s)",NA,NA,NA,NA,NA,"cop29"
2024-11-29,"RMI Brand","Twitter",3,3422947,"COP29",932,0.728,0.447,25,-0.138,-0.332,0.027,-0.426,-0.571,9,7,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1862618814610849976","Unlike fossil fuels, the minerals and metals used in clean energy technologies can be reused. By responsibly re-engineering the life cycle of these materials, we can recycle them, limit harmful impacts, and slash emissions. https://t.co/jehdr26sgn https://t.co/RRoEVwtRIW","COP29","[3] Text Graphic","Jon Creyts","[4] RMI In Media",NA,NA,NA,NA,NA,NA,NA,"cop29"
2024-11-29,"RMI Brand","Facebook",2,3422947,"COP29",1070,1.281,0.76,68,3.533,1.509,0.064,0.829,0.73,19,9,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1021970133296871","Cleantech and renewable energy are vital for slashing greenhouse gas (GHG) emissions. These technologies rely on minerals and metals that must be extracted, used, and disposed of responsibly. To limit harmful pollution, warming emissions, excessive water use, and other damage to communities and ecosystems, we must manage these resources sustainably 

The minerals and metals used in cleantech provide an opportunity  to do so, and move away from an entirely extractive energy economy: 

""Unlike fossil fuels, the materials used for batteries, solar cells and wind turbines offer enormous economic potential for reuse. Remarkably, the cumulative mass of materials needed to support the clean energy transition through 2050 is less than the amount of coal currently extracted each year,"" RMI CEO Jon Creyts told World Economic Forum. ""By re-engineering material flows, we can keep scarce high-value resources in circulation and reduce our dependence on ongoing extraction.""

Learn more from 14 experts who spoke with WEF about how to responsibly use resources as the energy transition accelerates: https://bit.ly/4fOn1Ro","COP29","[3] Text Graphic","Jon Creyts","[4] RMI In Media",NA,NA,NA,NA,NA,NA,NA,"cop29"
2024-11-29,"RMI Africa","Twitter",3,3422947,"COP29",97,-0.467,-0.417,11,-0.083,0.028,0.113,1.093,1.055,7,1,0,1,"RMI Program","Post","https://twitter.com/RMIAfrica/status/1862551600616624274","RMI's @CFANadvisors is expanding into Africa, starting with DRC, ROC and Cameroon.🌍💰

With $76.6M already mobilized, CFAN will unlock critical climate finance for the Congo Basin, supporting low-carbon, resilient development.

Learn more: https://t.co/i3Di83T8Nz #ClimateFinance","[2] RMI Africa","[2] Global South","[1] 6. Pipeline Of Bankable Global South Projects","[3] No creative","COP29","[4] Announcement","[4] RMI Landing Page","[2] RMI CFAN",NA,NA,NA,"cop29"
2024-11-28,"RMI Brand","Facebook",2,3422947,"COP29",339,-0.277,-0.442,11,-0.267,-0.594,0.032,-0.086,-0.135,3,2,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1021080210052530","When organic waste – like food scraps, yard clippings, and cardboard – breaks down in landfills and dumpsites around the world, it creates methane, a climate super pollutant with over 80 times the near-term warming power of carbon dioxide. 

Thankfully, there are proven, cost-effective strategies to reduce and recycle organic waste and strengthen emission controls at disposal sites that could curb nearly 90 percent of methane emissions from solid waste.  

More than 30 countries at #COP29 signed on to set specific targets to reduce waste sector methane and develop new policies and programs to achieve those targets. Focusing on the waste sector is essential to achieve the Global Methane Pledge’s goal to cut methane by 30% below 2020 levels, by 2030, limit near-term temperature rise, and avoid dangerous climate tipping points. Quick action means benefits today: since methane is released alongside other harmful pollutants, addressing methane from organic waste will also protect public health, improve air quality, and advance environmental justice. https://bit.ly/3V4HvNm","[4] Internal Article/ Blog","[1] 12. Reduce Methane Leakage In India, China, US​","COP29","[3] Text Graphic","[2] RMI Policy",NA,NA,NA,NA,NA,NA,"cop29"
2024-11-28,"RMI Brand","Twitter",3,3422947,"COP29",742,0.375,0.152,24,-0.172,-0.358,0.032,-0.319,-0.492,2,6,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1862145980612657543","Methane, a powerful greenhouse gas, is created when organic waste breaks down in landfills, but there are proven ways to reduce these methane emissions. 

Countries at #COP29 signed on to develop targets and strategies to reduce waste sector methane: https://t.co/6Fe3FqKrHx https://t.co/vExgS1HiF0","COP29","[1] 12. Reduce Methane Leakage In India, China, US​","[4] Internal Article/ Blog","[3] Text Graphic","[2] RMI Policy",NA,NA,NA,NA,NA,NA,"cop29"
2024-11-27,"RMI Africa","Twitter",3,3422947,"COP29",180,-0.011,0.082,11,-0.083,0.028,0.061,0.13,0.109,4,2,0,1,"RMI Program","Post","https://twitter.com/RMIAfrica/status/1861838904883605792","For #COP29 Gender Day, RMI’s Energy Transition Academy joined with the Africa Minigrids Program (AMP), @SEforALLorg, @CFANadvisors, and energy leaders to discuss the vital role of women in driving the energy transition.

Missed the discussion? Watch here: 
https://t.co/MB2UFsWfm3","[1] 13. Empower Leaders To Fast-Track Clean Energy Trans","COP29","[2] RMI Africa","[4] Post Event/ Webinar","[2] Global South","[3] No creative",NA,NA,NA,NA,NA,"cop29"
2024-11-27,"RMI Brand","Twitter",3,3422947,"COP29",741,0.373,0.15,21,-0.276,-0.439,0.028,-0.404,-0.556,18,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1861582568686047303","RMI CEO @Jon_Creyts spoke with @TheEnergyGang about how improving the efficiency of our existing energy system can strengthen energy security, cut emissions, lower costs, and support the energy transition: https://t.co/WEaCWrH7CP https://t.co/rjzoGRjz9K","Jon Creyts","[4] External Landing Page","[3] RMIer(s)","[3] Real People","[4] RMI In Media","COP29","[1] 19. Adoption Of Energy Efficiency & Demand Mgmt","[3] <2.2 mins Video",NA,NA,NA,"cop29"
2024-11-27,"RMI Brand","Facebook",2,3422947,"COP29",187,-0.601,-0.692,17,0.133,-0.373,0.091,1.6,1.459,3,4,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/videos/925715299501152","Our existing fossil fuel energy system is surprisingly inefficient: It wastes about two-thirds of the primary energy that’s put into it. When you add up the numbers, that’s about $4.5 trillion in waste every year. 

Energy efficiency should be our ""first fuel"" to enhance the energy system. Greater efficiency can help us get more out of our existing energy infrastructure, which would strengthen energy security, lower costs, cut emissions, and ultimately speed the shift to lower-carbon energy sources. 

RMI CEO Jon Creyts joined The Energy Gang to discuss the need for leadership around the world to commit to improving energy efficiency: https://bit.ly/4eM91WL","[4] External Landing Page","Jon Creyts","[3] RMIer(s)","[3] Real People","[4] RMI In Media","COP29","[1] 19. Adoption Of Energy Efficiency & Demand Mgmt","[3] <2.2 mins Video",NA,NA,NA,"cop29"
2024-11-23,"RMI Brand","Facebook",2,3460970,"Fall Appeal 24",832,0.774,0.368,38,1.533,0.402,0.046,0.314,0.243,18,4,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1017161260444425","Cleaner air and water. New and growing job opportunities. Communities built to withstand climate impacts. A clean energy future is within reach, but it will take all of us working together to make it happen. 

Join Sir Richard Branson, Chairman of Virgin Group, alongside RMI's Taylor Krause and Ian Welch-Phillips, for an engaging webinar moderated by RMI Trustee Martha Brooks. We’ll discuss how to activate the next generation of climate leaders and the power of partnerships to drive forward clean energy solutions worldwide. 

📆: Tuesday, December 10, 2024 
⏰: 10–11 a.m. MT / 12–1 p.m. ET 

👉 Register now: https://bit.ly/4eEEES1

Together, let’s build a cleaner, resilient future. 🌍✨ 

#CleanEnergy #SustainableFuture","[3] Text Graphic","[4] Pre Event/ Webinar","Fall Appeal 24","[2] RMI Brand",NA,NA,NA,NA,NA,NA,NA,"fapp24"
2024-11-23,"RMI Brand","Twitter",3,3460970,"Fall Appeal 24",1145,1.122,0.777,50,0.724,0.337,0.044,-0.064,-0.302,16,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1860390389544296652","Cleaner air. Good jobs. Resilient communities. 🌍 

Join @RichardBranson, RMI’s @taylorkrauseee &amp; Ian Welch-Phillips, and moderator Martha Brooks for our annual webinar on empowering the next generation of climate leaders.

👉 Register here: https://t.co/QXnhuHPpTh https://t.co/qp6BrLOFic","[3] Text Graphic","Fall Appeal 24","[4] Pre Event/ Webinar","[2] RMI Brand",NA,NA,NA,NA,NA,NA,NA,"fapp24"
2024-11-22,"RMI Brand","Facebook",2,3422947,"COP29",139,-0.704,-0.771,3,-0.8,-0.889,0.022,-0.371,-0.405,0,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/videos/1258323481923491","On Gender Day at #COP29, RMI’s Energy Transition Academy (ETA) hosted a virtual roundtable —featuring women leaders from around the world — on the critical role of women’s leadership in advancing renewable energy projects across the Caribbean, India, the Pacific, and Sub-Saharan Africa. 

The webinar underscored the importance of inclusive leadership in creating clean energy solutions, emphasizing that diverse perspectives are essential for sound decision-making and effective climate action. Despite the different geographies represented in the panel, “there are so many common threads in our paths”, noted Nitisha Agrawal, founder of the Smokeless Cookstove Foundation in India. “Forums like these establish community and a common shared hope and vision. Our problems, our solutions, are not so different from women in other regions.”  

The discussions highlighted the experiences and stories of women energy leaders advancing renewable energy projects in their countries, and the importance of capacity building and mentorship programs to support career growth. “Great opportunities are not out of reach, as long as they are visible to us,” panelist TeAnn Thomas added, “as the climate space is still evolving, there’s always new opportunities to explore and each of us has a role to play in making these visible for the next generation of energy leaders.” TeAnn spoke from experience, as she is an alumnus of both the ETA Global Caribbean Fellowship Program and the WIRE Network.  

Joining RMI’s Amber Zirnhelt and Valentina Guido on the roundtable were Nitisha Agrawal, Smokeless Cookstove Foundation and Clean Cooking Mentorship Program hosted by SE4All, Clean Cooking Alliance and Global Women Network for the Energy Transition; Sauda Bobboi, Rural Electrification Agency, Nigeria and Africa Minigrids Project; Nnyeka Prescod, Climate Finance Access Network (CFAN); and TeAnn Thomas, Turks and Caicos Islands Government and WIRE.  

The webinar built on the vision of centering gender and women empowerment in the climate agenda at COP and globally, as well as on the momentum of the WIRE Network’s recent convening in Barbados, where women leaders came together to strategize on advancing sustainable energy solutions across the Caribbean. Watch the video to gain insights into their collaboration and impact. 

🌱 If you missed the webinar, you can watch the full discussion here: https://bit.ly/3V666kG","[1] 13. Empower Leaders To Fast-Track Clean Energy Trans","[4] Post Event/ Webinar","[2] Global South","[4] Watch Video","COP29","[1] 17. Energy Transition Narrative [transition-narrative]",NA,NA,NA,NA,NA,"cop29"
